raw_question,correct_answer
"Who was the Persian god of wisdom, who shares his name with a make of motor car?","['マツダ株式会社', 'MAZDA', 'Mazda Motor Corporation', 'Mazda Motor Company', 'Mazda Motor Corp.', 'Anfini', 'Mazda Philippines', 'Mazda Canada', 'Mazda', 'Mazda Motor', 'Matsuda Kabushiki-gaisha', 'The Mazda Motor Corporation', 'Mazda Group', 'Miazder', 'Toyo Kogyo', 'Enfini', 'Toyo Industries', 'Mazda RX', 'Toyo-Koygo']"
Which spirit is the base of a Sidecar cocktail?,"['Brandies', 'Weinbrand', 'Very Special Old Pale', 'Brandy (wine)', 'Very Superior Old Pale', 'Brandy', 'Brandewijn', 'Grape spirits', 'Grape spirit']"
Which country was the largest producer of kiwifruit (also known as Chinese Gooseberry or kiwi) in 2012?,"['Environment of Italy', 'Italiën', 'Subdivisions of Italy', 'Republic of Italy', 'ItalY', 'ISO 3166-1:IT', 'Etymology of Italy', 'Itali', 'Pollution in Italy', 'Administrative divisions of Italy', 'Austrian Empire (Italy)', 'Italija', 'Italie', 'Italia', 'Italian Republic', 'Second Italian Republic', 'Italy', 'Italio', 'Repubblica Italiana', 'Itàlia', 'The Italian republic']"
What type of dog is Beethoven in the film franchise of that name ?,"['St. Bernard', 'Saint Bernard', 'St.Bernard', 'St. Bernard (disambiguation)', 'Saint Bernard (disambiguation)', 'Saint beernard', 'St Bernard', 'Saint-Bernard', 'Saint bernard', 'ST BERNARD']"
The mnemonic Roy G. Biv is an aid to remembering what?,['The colours of the rainbow']
Who was the USA's vice president in 1990?,"['Dan quayle', 'Dan Quayle', 'James Danforth %22Dan%22 Quayle', 'Danforth Quayle', 'Dan quale', 'Danny Quayle', 'Vice President Quayle', 'J. Danforth Quayle III', 'Dan Quale', 'J. Danforth Quayle', 'Quaylism', 'James Danforth Quayle', 'William Figueroa', 'Dan Quail', 'Dan qualye', 'J. %22Dan%22 Quayle']"
Which famous person died on the same day as Princess Diana?,"['Gonxhe Bojaxhi', 'Agnes Boyaxhui', 'Mother Teresa (Criticism)', 'Mother Theresa of Calcutta', 'Nënë Tereza', 'Agnes Bojahxiu', 'The Two Opposing Views of Mother Teresa', 'Agnese Gonxhe Bojaxhi', 'Mother Teresa of India', 'Mother Teresa the Saint', 'Criticisms of Mother Theresa', 'Mother Teresa of Kolkata', 'Teresa, Mother', 'Mother teresa', 'Agnes Gonxha Bojaxjiu', 'Mother theresea', 'Mother Theresa', 'Mother of India', 'Bojaxhiu', 'Teresa of Calcutta', 'Nene Tereza', 'Agnes Gonxhe Bojaxhiu', 'Blessed Teresa', 'Mother Teresa', 'Agnese Gonxhe Bojaxhiu', 'Blessed Teresa of Calcutta', 'Agnesë Bojaxhiu', 'Criticisms of Mother Teresa', 'Mother Treasea', 'Ghoul of Calcutta', 'Mother Teresa or Agnes', 'Teresa Bojaxhiu', 'Agnesë Gonxhe Bojaxhiu', 'Gonxha', 'Agnes Gonxha Bojaxhiu', ""Mother Teresa/Mother Teresa (Adam Carr's original text)"", 'Agnes Bojaxhiu', 'The two opposing views of Mother Teresa', 'Anjezë Gonxhe Bojaxhiu', 'I ♥ Mother Teresa', 'Theresa of Calcutta', 'Blessed Mother Teresa of Calcutta', 'Agnese Bojaxhiu', 'Mother Teresa of Calcutta']"
"Ignoring Cardiff (not difficult), which capital city is closest to London?","['Bruselas', 'Brussels-Capital region', 'BEBRU', 'Brussels-capital region', 'Brusells', 'Région de bruxelles-capital', 'Bruxelle', 'Bruessel', 'Region bruxelles-capitale', 'Region Brüssel-Hauptstadt', 'Brüssel', 'Brusselse region', 'Brussels Hoofdstedelijk Gewest', 'Brusels', 'Brussels-capital Region', 'Brussels-Capital Region', 'Brussels-Capital', 'Région de Bruxelles-Capitale', 'Brussels, BE', 'Region de Bruxelles-Capitale', 'Région de bruxelles-capitale', 'Region Brussel-Hauptstadt', 'Region de Bruxelles Capitale', 'Region de bruxelles-capital', 'Brussels Capital-Region', 'Région bruxelles-capitale', 'Brussels Capital Region', 'Region Bruessel-Hauptstadt', 'Brussles', 'Brussel', 'Brussels', 'Brussels capital region', 'Bruxless', 'Brusselian', 'Bruessels', 'Brüssels', 'UN/LOCODE:BEBRU', 'Brussels Region', 'Bruxelles', 'Région de Bruxelles Capitale', 'Region de bruxelles-capitale', 'Brussels, Belgium', 'Brussells']"
Which UK group's fourth and final number one was 'Beat Surrender' in 1982?,"['From The Jam', 'The Jam', 'Jam (band)', 'The jam', 'The Jam (band)']"
In the Loop was a film spin-off from which satirical television series?,"['DOSA', 'TTOI', 'DOSAC', 'Glenn Cullen', 'The Thick of Itoldid=141618068', 'Department of Social Affairs and Citizenship', 'The thick of it', 'The Thick of It', 'Thick of it', 'The Thick Of It']"
"""Which Latin poet wrote """"Satires"""", """"Epodes"""", """"Epistles"""" and """"Carmen Seculare""""?""","['Horatian', 'Horatius Flaccus', 'Q Horatius Flaccus', 'Quintus Horatius Flaccus', 'Quintus Horace', 'Horace']"
"Which English publishing company, founded in 1986 owes much of its success to the popularity of the Harry Potter books?","['Upper Woburn Place', 'Bloomsbury, London', 'Bloomsbury', 'Bloomsbury, London, England', 'Bloomsbury St George', 'Bloomsbury (district)']"
"Founded 1250 years ago yesterday, the Iraqi city of Baghdad lies along which river?","['Tigris', 'Dicle River', 'The Tigris', 'Tigrus', 'Aranzahas', 'The Tigris River', 'Hiddekel', 'River Tigris', 'Tigris River', 'Tigres R.', 'Tigris river', 'Deqlath']"
Which famous American author who lived from 1904 to 1997 had the first christan name Theodor and the surname Geisel ?,"['Biography of dr.seuss', 'Theodore Geissel', 'Theodore geisel', 'Dr.Seuss', 'Gerald McBoing-Boing (2000 book)', 'Dr. Soice', 'Theodore Seuss Geisel', 'List of films based on Dr. Seuss books', 'Doctor Seuss', 'Dr. Seus', 'Dr seuss', 'Theo LeSeig', 'Dr. Theodore Seuss Giesel', 'Dr sues', 'Teddy Geisel', 'Dr.suess', ""Dr. Seuss' Birthday"", 'Theo Geisel', 'Dr. Seuss', 'Theodor Suess Geisel', 'Theo LeSieg', 'List of Dr. Seuss films', ""Theodore (Dr. Seuss) Geisel's"", 'Suess books', 'Doctor sues', 'Seuss', 'The Story of Dr. Seuss (film)', 'Dr. Suess', 'Theodor Seuss Geisel', ""Theodor (Dr. Seuss) Geisel's"", 'Doctor suess', 'Dr. sues', 'DR SEUSS', 'Theodore Geisel', 'Theodor Seuss', 'Gerald McBoing-Boing (book)', 'Doctor seus', 'Seussian', 'Dr.seuss', 'Audrey Geisel', 'Theo. LeSieg', 'Hunches in bunches', 'Theodor %22Dr. Seuss%22 Geisel', 'Ted Geisel', 'Dr Seuss', 'The Story of Dr. Seuss', 'Dr seus', 'Dr Suess']"
Which country has a wine growing area called O'Higgins?,"['ISO 3166-1:CL', 'Cxilio', 'Cile', 'Etymology of Chile', 'Republic of Chile', 'Chilean Republic', 'State of Chile', 'Chile', 'CHILE', 'Name of Chile', 'República de Chile', 'Chilé']"
"""Which Australian composer became particularly well-known for his theme, and incidental, music for the UK television series """"Inspector Morse""""?""",['Barrington Pheloung']
Which Russian naval officer composed 'Capriccio Espagnole' in 1887?,"['Nikolai Rimsky Korsakov', 'Rimsky Korsakoff', 'Nikolay Rimsky-Korsakov', 'Rimsky-Korsakov, Nikolay Andreyevich', 'Nikolai Andreyevich Rimski-Korsakov', 'Rimsky-korsakov', 'Rimskij-Korsakov', 'Nikolay Andreyevich Rimsky-Korsakoff', 'Rimsky-Korsakof', 'Nikolay Rimsky-Korsakoff', 'Nikolai Andreyevich Rimsky-Korsakoff', 'Nikolai Andrejewitsch Rimsky-Korsakow', 'Nikolaj Andreevič Rimskij-Korsakov', 'Rimsky korsakov', 'Rimsy-korsakov', 'Nikolaj Rimskij-Korsakov', 'Rimsky-Korsakov', 'Nikolai Rimsky-Korsakoff', 'Nicolas Andreievich Rimsky-Korsakov', 'RIMSKY-KORSAKOV', 'Nicolai Andreyevich Rimsky-Korsakov', 'Nikolaj Rimsky-Korsakov', 'Nikolaj Andreevic Rimskij-Korsakov', 'Nikolay Andreyevich Rimsky-Korsakov', 'Николай Римский-Корсаков', 'Nikolai Rimsky-Korsakov', 'Nikolai Andreievich Rimsky-Korsakov', 'Nikolai Andreyevich Rimsky-Korsakov', 'Nicolas Rimsky-Korsakov', 'Nicolai Rimsky-Korsakov', 'Rimsky-Korsakoff', 'Rimsky-Korsakov, Nicolai Andreyevich', 'Nikolai Andreevich Rimski-Korsakov', 'Nikolai Rimski-Korsakov', 'Nikolay Rimsky Korsakov', 'Nikolai Rimsky Korsakoff']"
Poul Schluter became Prime Minister of which country in September 1982?,"['Eastern Denmark', 'Kingdom of denmark', 'Denmarke', 'Subdivisions of Denmark', 'Kongeriget Danmark', 'Mainland Denmark', 'Danmoerk', 'Denmark proper', 'Danimarca', 'ISO 3166-1:DK', 'Denmark', 'Dänemark', 'Danska', 'Denmarc', 'KingdomOfDenmark', 'DENMARK', 'Kingdom of Denmark', 'Denemarke', 'Administrative divisions of denmark', 'Danish kingdom', 'Danemark', 'Daenemark', 'Media in Denmark', 'Danmörk', 'DenmarK', 'Danmork', 'Administrative divisions of Denmark', 'Media of Denmark', 'Danish Kingdom', 'Dinamarca']"
What did Carlton Magee devise in the US for motorists?,"['Parking meter', 'Parking meters', 'Parking metre', 'Un hee hee hee', 'Parking Meter', 'Parking meter theft', 'Master meter']"
"""If you are looking at a """"sillion"""", what are you seeing?""",['Soil turned over by a plough']
What is a female zebra called?,"['Mare', 'Mare (horseracing)', 'Dam (horse)', 'Brood mare', 'Mare (horse)', 'Mair (horse)', 'Mares', 'Broodmares', 'Broodmare']"
Which architect designed the 'Millenium Dome'?,"['Richard George Rogers', 'RICHARD ROGERS', 'Richard rogers', 'Richard Rogers, Baron Rogers of Riverside', 'Richard George Rogers, Baron Rogers of Riverside', 'Sir Richard George Rogers', 'Lord Rogers', 'Richard Rogers', 'Lord Rogers of Riverside', 'Sir Richard Rogers', 'Baron Rogers of Riverside', 'Richard Rogers (architect)']"
Who was the first husband of Nigella Lawson?,"['Johnny Diamond', 'John Diamond', 'John Diamond (disambiguation)']"
"Capable of flattening mountains with a single blow, who wields a hammer known as Mjollnir?","['Þór', 'Thonar', 'Þunaraz', 'Þonar', 'Thunor', 'Red Thórr', 'Donar', 'Þunraz', 'Þórr', 'Thôr', 'Einridi', 'List of places named after Thor', 'Red Thor', 'Thor', 'Thorr', 'Hlóra', 'Thor (God)', 'Thunraz', 'Þunor', 'Hlora', ""Thor's"", 'Thunaer', 'THor', 'Þorr', 'Thor (god)']"
What is the V-shaped formation of a flock of wild geese called?,"['Skein', 'Skein (disambiguation)', 'Skeins']"
Trachoma is an infection of which part of the body?,"['Eye (anatomy)', 'Eye', 'Eye balls', 'Schizochroal eye', 'Ocular globe', 'Ommateum', 'Simple eye', 'Oculars', 'Animal eyes', 'Eyes', 'Compound Eyes', 'Apposition eye', 'Robotic eye', 'Eye ball', 'Facet eyes', 'Compound Eye', 'Conjunctival disorders', 'Compound eyes', 'Eyeball', 'Cyber-eye', 'Eye (vertebrate)', 'Eye (invertebrate)', 'Ommotidium', ""Fly's eye lens"", 'Peeper (organ)', 'Camera-type eye', 'Ocular', 'Compound eye', 'Eye membrane', 'Pinhole eye']"
Which English king was known as 'Lackland'?,"['King John (disambiguation)', 'King John', 'KING JOHN']"
Who won a Best Supporting Actress Award in 1998 for a performance of less than 8 minutes of screen time?,"['Judy dench', 'Judy Dench', 'Dame Judi Dench', 'Judie dench', 'Dame Judith Dench', 'Judith Olivia Dench', 'Judi dench', 'Dame Judy Dench', 'Judi Dench', 'Dame Judi', 'Judith Dench']"
What is the most frequently rolled number with two standard dice?,"['Seven', 'seven', '7']"
"What term was used to describe the pattern where, from 1840 to 1960, each American President who had won election in a year ending in zero died in office?","['Zero factor', 'Curse of Tippe', 'Tecumseh Curse', 'The Curse of Tippecanoe', 'Zero Year Curse', ""Tecumseh's curse"", ""Tecumseh's Curse"", 'Curse of Tippecanoe', 'Curse of tippecanoe', 'Curse of the Prophet', 'Twenty-year curse', 'Twenty Year Curse', 'Presidential Curse', 'Curse of Tecumseh', 'Curse of the prophet', 'Zero syndrome', 'President curse', 'Zero curse', 'Zero-year curse', '20 year curse', 'Twenty-year presidential jinx']"
"In mathematics, which letter of the alphabet is given to the imaginary number equal to the square root of -1?",['(the letter) i']
The National Trust property Clouds Hill in Dorset was the home of which military man and writer?,"['T.E.Lawrence', 'T.E. Lawrence of Arabia', 'T.E Lawrence', 'Lawrence of Arabia', 'TE Lawrence', 'Lawrence Of Arabia', '338171 A/C Shaw', 'T Lawrence', 'Lawrence of Arabia.', 'T E LAWRENCE', 'T.e. shaw', 'Thomas E Lawrence', 'Laurence of Arabia', 'T E Lawrence', 'T.e. lawrence', '338171', 'Lawrence of Arabia (disambiguation)', 'Te lawrence', 'Lawrence of arabia', 'T. E. Lawrence', 'Thomas Edward Lawrence', 'T.E. Lawrence']"
"As at the start of the 2002/03 season, who is the Premiership's all-time top scorer?","['Alan Shearer', 'AS9']"
What is the highest number on the Beaufort scale of wind measurement?,"['seventeen', '17']"
"Which school has famous old boys – Jeremy Clarkson, Roald Dahl and Graeme Garden?",['Repton']
Which TV detective series is based on books by Caroline Graham?,"['Midsummer Murders', 'Detective Sergeant Ben Jones', 'Midsomer (Fictional county)', 'MidSomer Murders', 'Midsomer Murders', 'Mudsummer murders', 'Midsomer (fictional county)', 'Midsommer Murders']"
"The largest reservoir in the United States, what is the name of the lake formed behind Hoover Dam?","['Meade', 'Meade (disambiguation)']"
What type of animal killed the Crocodile Hunter?,"['Whipray', 'Sting ray', 'Sting Ray', 'Stingrays', 'Stabray', 'Myliobatoidei', 'Kæst skata', 'Dasyatid', 'Sting rays', 'Whip-Tailed Ray', 'Stingray', 'Sting-ray', 'Whip-tailed ray']"
"""The recently banned (considered non-pc) official 200 year-old Royal Naval toast to """"Our wives and sweethearts.."""" is traditionally extended?""","['""""""May they never meet..""""""']"
The Rockall Trough is in which ocean?,"['Sea of Atlas', 'The Pond', 'Ethiopic Ocean', 'Across the pond', 'North Atlantic', 'The Atlantic Ocean', 'North Atlantic ocean', 'Northern Atlantic', 'Altantic Ocean', 'Atlantis Thalassa', 'Atlantic basic', 'The pond', 'Atlantic basin', 'Atlantic', 'Atlantic Oceans', 'Occidental Ocean', 'Ethiopian Ocean', 'North Atlantic fisheries', 'Atlantic Basic', 'North-East Atlantic', 'Atlantic Basin', 'Atlantic ocean', 'Atlantic (ocean)', 'Antlantic Ocean', 'South Atlantic Ocean', 'Oceanvs Occidentalis', 'Atlantic Ocean', 'Central Atlantic', 'South Atlantic', 'East Atlantic', 'North Atlantic Ocean', 'Altantic ocean', 'Atlantic coast']"
How would you write 200 in Roman numerals,"['Cc.', 'Cc', 'C-C', 'CC', 'C.c.', 'C.C.', 'CC (disambiguation)', 'C C', 'C. C.']"
"Who broke the NFL record for the most points in a single season, with 176 points, in 1960?","['Paul Vernon Hornung', 'Hornung, Paul Vernon', 'Paul Hornung']"
Which 1961 non-fiction book by US journalist John Howard Griffin describes his six-week experience travelling on buses through racially segregated states while passing as a black man?,"['Black Like Me', 'Black Like Me (1961)', 'Black Like Me (1964)']"
"William Foulke, Sheffield United's goalkeeper at the start of the 20th century, is reputed to be the first player to have what chanted at him?","['""""""Who ate all the pies?""""""']"
Which tea growing region in India has a name meaning 'Land of the Thunderbolt' in Hindi?,"['Dārjiliṁ', 'Darjeeling', 'Daarjeeling', 'Dārjīliṅ', 'DARJEELING', 'Darjeleeng', 'Darjling', 'Darjiling']"
"The London 2012 Summer Olympics was remarkable, among other things, for what?",['It was the first Olympics at which every sport had female competitors']
In music the term descant (or discant) normally refers to a melody or instrument in what range?,"['High (single)', 'High (album)', 'Highly', 'High', 'High (disambiguation)', 'High (song)']"
Australian sportsman Ricky Ponting is associated with which sport?,"['Cricket games', 'Cricketeer', 'Wicketkeeping', 'Sport cricket', 'Cricket team', 'Cricket', 'Cricket Clubs', 'Cricketer', 'Spirit of cricket', 'Spirit of Cricket', 'Amature cricket', 'World Richest Cricketers', 'Cricketed', 'Coin toss (cricket)', 'Scorecard (cricket)', 'Cricket player', 'Cricketplayer', 'Cricket (sport)', 'Kricket', 'Sports cricket', '🏏', 'The toss', 'Criket', 'Cricketing', 'Cricket club', 'Amateur cricket', 'Cricket as a social event', 'Not in the spirit of cricket', 'Creag', 'Cricket (game)', 'Cricketers']"
Name either country involved in the 'Pastry War' of 1838.,['France and Mexico']
Which letter of the alphabet is denoted by a single dot in the Morse code?,"['［e］', ""'E'"", '(e)', 'E (Epik High album)']"
"""Which animals are mainly affected by the disease """"blue tongue""""?""","['SHEEP', 'The Sheep', 'Sheep (Through the Looking Glass)', 'The sheep']"
Vernal refers to which season?,"['Springs', 'Spring', 'Spring (album)', 'Spring (symphony)', 'Spring (disambiguation)']"
"In WW2, what name was given to the attempted Allied liberation of the Netherlands in September 1944?","['Operation marketgarden', 'Operation Marketgarden', 'Operation MARKET GARDEN', 'Operation Garden', 'Hells Highway', 'Operation Market Garden', 'Operation Market', 'Waal Crossing', 'Market-Garden', 'Operation: Market Garden', 'Operation Market-Garden']"
"Name the 1991 move and character/actor that featured the quote ""Hasta la vista, baby.""",['Arnold Schwarzenegger as The Terminator in Terminator 2: Judgment Day']
"""Which author wrote the lines, """"Home is the sailor, home from the sea, and the hunter, home from the hill""""?""","['Robert Lewis Balfour Stevenson', 'R.L. STEVENSON', 'Robert Louis Stevenson', 'Robert Louis Stephenson', 'An Apology for Idlers', 'R. L. Stevenson', 'Virginibus puerisque', 'Robert Louis Balfour Stevenson', 'RL Stevenson', 'R L Stevenson', 'Le Pickleur', 'R.L. Stevenson', 'Robert L. Stevenson', 'Robert Lewis Stevenson']"
Which chemical element has the symbol Sb?,"['Antimon', 'Antimony', 'Antimony Poisoning', 'Element 51', 'Antimonium', 'Antimonic', 'Antimonic acid', 'Native antimony', 'Antimonious', 'Stibium', 'Stibnium', '7440-36-0', 'Antimoney', 'Stibnum']"
"English monarch King John, who died in 1216, was the youngest son of which king?","['Henry II', 'Henry ii', 'Enrico II', 'Enrique II', 'Heinrich II', 'Henri II', 'Hendrik II', 'Henry 2', 'Henry Ii', 'Henry the Second', 'Henry II (disambiguation)', 'King Henry II']"
What was the political background on the day when Ike and Tina Turner and John Lee Hooker were inducted into the USA's Rock and Roll Hall of Fame?,"['USA announced it was starting Operation Desert Storm, the Gulf War']"
Which spin-off from a 60s sitcom was a 1999 movie with Jeff Daniels and Christopher Lloyd?,"[""Tim O'Hara"", 'My favourite martian', 'My Favorite Martians', 'Uncle Martin', 'My Favourite Martian', 'My Favorite Martian']"
In modern times a 'life celebrant' typically officiates at a humanist?,"['Burial rites', 'Earth laid upon a corpse', 'Funerary rites', 'Obsequy', 'Out of sanctuary', 'Non-religious funeral', 'Atheist funeral', 'Mute (death customs)', 'Funus', 'Christian funeral', 'Celebraton of life', 'Funeral customs', 'Earth laid upon a Corpse', 'Funerary', 'Funeral rite', 'Funeral', 'Memorial service', 'Funeral planning', 'Non-confessional funeral', 'East Asian funerals', 'Funeral service', 'Burial rite', 'Burial service', 'In Lieu of Flowers', 'Obsequies', 'Funerals', 'Funeral ceremonies', 'Burial ceremony', 'West African burial customs', 'Professional wailers', 'Celebration of life', 'Funeral rites', 'Civil funeral', 'Funeral Programs', 'Funeral Rites', 'Funerary rite', 'Celebration of (the) Life', 'Funeral Rites and Customs', 'Open casket', 'In lieu of flowers', 'West African funeral customs', 'Funeral rituals']"
"For a point each, name the countries 3 having a physical border with the Somali Republic.","['Djibouti, Kenya, and Ethiopia']"
Of which team was Glen Hoddle the manager before taking the England job?,"['Chelsy', 'Chelsey', 'Chelsi', 'Chelsea, New York City', 'Chelsea (disambiguation)', 'Chelsea (New York)', 'Chelsea Township (disambiguation)', 'Chelsea, NY', 'Chelsie', 'Chelsea (album)', 'Chelsea Township', 'Chelsee', 'Chelsea, New York', 'Chelsea', 'Chelsea (New York City)', 'Chelsea (Album)']"
"Abbrieviated to PIE, what is the ancient Eurasian reconstructed language and origin of wide-ranging modern languages including English, Spanish, Russian, Greek, Urdu and Farsi?","['Proto-indo-european', 'Proto Indo-European', 'Proto-Indo-European Morphology', 'Protoindoeuropean', 'PIE', 'Common Indo-European', 'PIE morphology', 'Proto-Indo-European morphology', 'Proto-Indoeuropean', 'Proto-Indo-European language', 'Proto-Indo-European', 'Proto-indoeuropean', 'PIE notation', 'Proto-Indo-European notation', 'Proto Indo-European Language', 'Proto-IE', 'Proto-Indo-European (language)', 'PIE language', 'Proto–Indo-European', 'Proto–Indo-European language', 'Proto indo european', 'Proto-indo-european language', 'Proto Indo-European language', 'Origin of Indoeuropeans', 'Proto-Indo European']"
McMurdo Station can support only 1258 residents but is still considered as the largest community in what part of the world?,"['Antarctic Politics', 'Antartica', 'Economy of Antarctica', 'Driest continent', 'ANTARCTICA', 'Antarctica (continent)', 'Flora of Antarctica', 'Latitude 81 degrees S', 'Latitude 85 degrees S', 'Anartica', 'Latitude 87 degrees S', '81st parallel south', 'Anarctica', 'Latitude 84 degrees S', '83rd parallel south', 'Economy of antarctica', 'Latitude 88 degrees S', 'Antarctica/Economy', 'Antartcica', '85th parallel south', '88th parallel south', '89th parallel south', '86th parallel south', 'Antarctica Politics', 'Latitude 82 degrees S', 'The driest continent', 'Politics in Antarctica', 'King of Antarctica', 'Antarctic icepack', 'Antarctic meteorites', 'ISO 3166-1:AQ', 'South frigid zone', 'Antarktis', 'Nothofagus beardmorensis', '84th parallel south', 'Latitude 89 degrees S', 'Antarctica', 'Latitude 86 degrees S', '82nd parallel south', 'Latitude 83 degrees S', '87th parallel south', 'Politics of Antarctica']"
What nickname was given to former MP Norman Tebbit?,['THE CHINGFORD SKINHEAD']
In what year was singer 'Little Richard' born?,"['one thousand, nine hundred and thirty-five', '1935']"
In 2011 Prince Albert II of Monaco married Charlene Wittstock who represented South Africa at which sport?,"['Swam', 'Swimming (disambiguation)', 'SWIMMING', 'To-suijutsu', 'Swimming']"
When Lennox Lewis and Evander Holyfield competed in November 1999 what did they do to compete?,"['Boxed (disambiguation)', 'Boxed']"
Who captained the first 'rebel' cricket tour of South Africa?,"['Graham Gooch', 'Graeme Gooch', 'GA Gooch', 'Graham Alan Gooch', 'Graham Alan Gooch, OBE, DL']"
"In the computer term pdf, for what does the d stand?","['Write up', 'Documents', 'Documentors', 'Writeup', 'Documenters', 'Social documentation', 'Documenter', '🗎', 'Graphical document', 'Write-up', 'Documenting', 'DOCUMENT', 'Documented', 'Document', 'Documentor']"
"In traditional opera, what is a 'Travesti'?",['Woman in a male role or man in a female role']
Who was the master of 'Lancelot Gobbo'?,"['Shylock (Shakespeare)', 'Shylock the Covetous Jew', 'Shylocking', ""'SHYLOCK'"", 'Shy lock', 'Pound of flesh', 'Shylock', 'Shylock the Jew', 'A pound of flesh', 'Jewish Shylock']"
Who plays the part of Penny in The Big Bang Theory?,"['Kaley Cuoco', 'Kaley Christine Cuoco', 'KALEY CUOCO', 'Kaley Cuoco filmography', 'Kaley Cuoco-Sweeting', 'Kayley cuoco', 'Kaley Cuoco Sweeting', 'Kelikioko', 'Kaley cuco']"
Which American President was the recipient of the 1906 Nobel Peace Prize?,"['T Ros', 'Feddy Roosevelt', '26th President of the United States', 'Trust Buster', 'The Cowboy President', 'Teddy roosevelt', 'Theodore Roosavelt', 'President Theodore Roosevelt', 'Theodor roosevelt', 'Teddy Rose', 'Teddy Roosevelt', 'Theodore roosevelt', 'T. Roosevelt', 'Teodoro Roosevelt', 'T. Roosevelt Administration', 'Teddy Roosvelt', 'Teddy Rosevelt', 'Roosevelt, Theodore', 'Teddy Roosevelt foreign policy', 'T Roosevelt', 'Cowboy of the Dakotas', 'Teddy Roose', 'THEODORE ROOSEVELT', 'Theodore Roosevelt']"
"""A """"Henry"""" is a basic SI unit of what?""","['Magnetic self-induction', 'Magnetic mutual induction', 'Electric mutual induction', 'Coefficient of coupling', 'Mutual induction', 'Mutual Induction', 'Self-inductance', 'Coupling coefficient', 'Mutual inductance', 'Electric inductance', 'Magnetoelectric induction', 'Inductance with physical symmetry', 'Electrical inductance', 'Electric self-induction', 'Inductance', 'Self inductance', 'Coupled inductors', 'Self Inductance', 'Mutual Inductance', 'Mutual inductor']"
"""Which sportsperson is associated with the phrases """"He can run, but he can't hide"""" and """"Everyone has a plan until they've been hit""""?""",['Joe Louis (1914-81)']
"What is the name of the race horse and the title of a 2003 film starring Jeff Bridges as the owner, and Toby Maguire as the jockey?","['Come On Seabiscuit', 'Seabisquet', 'Seabiscuit', 'Sea bisquet', 'Sea-biscuit']"
What is the translation of 3rd Reich.,['3rd Empire']
The Ishihara test is used to test for which condition?,"['Red-green colorblindness', 'Color vision deficiencies', 'Deuteranomaly', 'Protanomaly', 'Colour-blindness', 'Blue cone monochromacy', 'Colour vision deficiencies', 'Blue-yellow color blindness', 'Tritanopic', 'Color-blindness', 'Colour Blindness', 'Color blindness', 'Acritochromacy', 'Colour visual impairment', 'Tritanopia', 'Yellow-blue', 'Red-green color blindness', 'Colour-blind', 'Loss of color vision', 'Protanopia', 'Dyschromotopsia', 'Deuteranopia', 'Daltonian', 'Red–green colorblindness', 'Red-green colorblind', 'Blue-yellow', 'Color Blindness', 'Tritanomaly', 'Anomalous trichromacy', 'Tritanope', 'Red-Green color blindness', 'Colorblind', 'Protanope', 'Deuteranope', 'Red green colourblind', 'Color Blind', 'Color vision defects', 'Blueyellow', 'Color vision deficiency', 'Blue yellow', 'Colourblindness', 'Colour blind', 'Yellowblue', 'Colour blindness.', 'Red–green color blindness', 'Daltonist', 'Colour blindness', 'Colorblindness', 'Yellow blue', 'Color-blind', 'Color blind', 'Colourblind', 'Colour vision deficiency', 'Red green colour blindness', 'Red-green colour blindness', 'Colour Vision Deficiency', 'Colour-Blindness', 'Daltonism', 'Tritanoptic', 'Red/green color blindness', 'Dyschromatopsia']"
"Which dance move was a popular dance craze of 1962, the move vaguely resembled that Of the twist and was danced to a version of it by soul singer Dee Dee Sharp ?","['Cheese mash', 'Mashed potatos', 'MASHED POTATO', 'Mash potato', 'Mashed potato', 'Mash potatoes', 'Mashed Potatoes', 'Mash potatos', 'Smashed potatoes', 'Mashed Potato', 'Mashed potato (dance)', 'The Mashed Potato', 'Mashed potatoes']"
Steve Pemberton played shopkeeper Tulip 'Tubbs' Tattsyrup in which British TV series which ended in 2002?,"['The League of Gentlemen (comedy)', 'On the Town with The League of Gentlemen (radio series)', 'The League Of Gentlemen television series', 'The League of Gentlemen (TV series)', 'The League of Gentlemen (television series)', 'The League Of Gentlemen', 'The League of Gentlemen', 'League of Gentleman']"
Which British Prime minister’s first name was Leonard?,"['James Callaghan (1912-2005)', 'Leonard James Callaghan, Baron Callaghan of Cardiff', 'Lord Callaghan', 'Jim Callaghan', 'Lord Callaghan of Cardiff', 'James Callaghan, Baron Callaghan', 'Lord James Callaghan', 'James, Baron Callaghan of Cardiff Callaghan', 'Premiership of James Callaghan', 'Baron Callaghan of Cardiff', 'James Callaghan', 'Leonard James Callaghan', 'James Callaghan, Baron Callaghan of Cardiff']"
"Who, by winning the 1906 Peace Prize, became the first American to win a Nobel Prize?","['T Ros', 'Feddy Roosevelt', '26th President of the United States', 'Trust Buster', 'The Cowboy President', 'Teddy roosevelt', 'Theodore Roosavelt', 'President Theodore Roosevelt', 'Theodor roosevelt', 'Teddy Rose', 'Teddy Roosevelt', 'Theodore roosevelt', 'T. Roosevelt', 'Teodoro Roosevelt', 'T. Roosevelt Administration', 'Teddy Roosvelt', 'Teddy Rosevelt', 'Roosevelt, Theodore', '(Theodore) ROOSEVELT', 'Teddy Roosevelt foreign policy', 'T Roosevelt', 'Cowboy of the Dakotas', 'Teddy Roose', 'Theodore Roosevelt']"
